Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Surname_tfidf_0,Surname_tfidf_1,Surname_tfidf_2,Surname_tfidf_3,Surname_tfidf_4,France,Germany,Spain,Female,Male,Mem__no__Products,Cred_Bal_Sal,Bal_sal,Tenure_Age,Age_Tenure_product
1432,643.0,37.0,7.0,0.0,1.0,1,1,152884.9,0,"102,01","-10.395,25","-538,08","226,37","-1.688,42",0,0,1,1,0,1.0,0.0,0.0,"1.891.891.891.891.890,00",259.0
2694,670.0,34.0,7.0,84906.67,2.0,0,0,65829.48,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0.0,"8.641.640.325.884.390,00","12.897.970.635.648.300,00","20.588.235.294.117.600,00",238.0
711,554.0,35.0,9.0,0.0,1.0,1,1,176784.04,0,"28.667.595,04","-4.743.319.085,00","784.081.778,57","95.460.373,24","24.921.926,59",1,0,0,1,0,1.0,0.0,0.0,"2.571.428.571.428.570,00",315.0
438,539.0,33.0,3.0,139979.79,1.0,1,1,156660.33,0,"5.115.858.736.041.110,00","15.129.434.564.991.400,00","-6.232.263.546.711.660,00","7.945.838.706.745.070,00","5.436.287.752.228.510,00",1,0,0,0,1,1.0,"4.816.095.230.362.400,00","8.935.241.614.772.540,00","9.090.909.090.909.090,00",99.0
453,690.0,48.0,7.0,110463.25,1.0,1,0,160532.88,1,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0.0,"474.791.472.625.421,00","6.881.035.835.151.020,00","14.583.333.333.333.300,00",336.0
2389,704.0,28.0,6.0,0.0,2.0,1,1,142993.29,0,"62.587.671.060,01","126.445.476.336,79","4.107.843.885.343.790,00","1.504.615.701.106.260,00","28.246.899.418.336.900,00",0,0,1,0,1,2.0,0.0,0.0,"21.428.571.428.571.400,00",168.0
2803,762.0,43.0,6.0,127132.96,1.0,1,0,195635.3,1,"-204.921.195.723,88","11.034.785.378.528.800,00","244.665.409.823.883,00","-694.421.888.228.617,00","2.757.847.081.070.610,00",0,1,0,1,0,0.0,"49.518.320.834.736.800,00","6.498.467.301.146.570,00","13.953.488.372.093.000,00",258.0
482,509.0,54.0,2.0,0.0,2.0,1,1,184866.86,0,"-15.277.518.777,84","16.693.881.256,60","9.154.311.058,26","453.986.790,14","-255.633.631.343,78",1,0,0,0,1,2.0,0.0,0.0,"37.037.037.037.037.000,00",108.0
542,699.0,24.0,5.0,114822.37,2.0,1,1,101828.51,0,"-121.555.505.965,65","-61.322.695.937,36","-1.248.233.608.430.340,00","-17.061.404.290.091.300,00","-12.012.540.118.472.100,00",0,1,0,0,1,2.0,"7.881.961.214.005.780,00","11.276.053.238.921.000,00","20.833.333.333.333.300,00",120.0
2134,656.0,29.0,10.0,0.0,1.0,1,0,51907.72,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,"3.448.275.862.068.960,00",290.0
2055,585.0,47.0,1.0,0.0,1.0,1,0,115333.38,1,"1.839.628.845,01","4.301.980.779,74","129.147.392.263,76","215.664.621.448,27","-47.796.617.323,90",1,0,0,1,0,0.0,0.0,0.0,"2.127.659.574.468.080,00",47.0
1234,488.0,34.0,8.0,97588.6,2.0,0,0,124210.53,0,"-33.650.551.796.803.700,00","41.633.597.841.812.800,00","10.514.330.838.462.300,00","-17.397.073.028.674.600,00","35.116.932.904.321.100,00",1,0,0,1,0,0.0,"3.834.074.035.430.000,00","7.856.709.088.995.910,00","23.529.411.764.705.800,00",272.0
2109,649.0,58.0,6.0,138333.04,1.0,1,0,172450.19,1,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0.0,"5.206.033.287.640.910,00","8.021.622.939.354.250,00","10.344.827.586.206.800,00",348.0
545,667.0,29.0,4.0,141786.78,1.0,1,0,167032.49,0,"6.978.305.687,21","-17.313.896.779,75","-250.980.223.674,81","11.816.984.951.506.200,00","-13.208.576.987.471.600,00",1,0,0,0,1,0.0,"5.661.879.449.920.190,00","8.488.574.887.436.570,00","13.793.103.448.275.800,00",116.0
493,573.0,25.0,3.0,141749.86,1.0,1,0,162471.05,0,"1.798.189.080,99","-2.217.979.381,73","-102.881.125.516,77","49.285.156.201,86","-43.820.028.313,84",1,0,0,0,1,0.0,"49.992.087.685.775.300,00","8.724.622.632.770.570,00",0.12,75.0
1621,683.0,37.0,2.0,0.0,2.0,1,0,172531.01,0,"-29.986.723,90","-73.578.022,07","-3.593.931.371,83","-1.384.339.371,27","-722.221.617,64",1,0,0,0,1,0.0,0.0,0.0,"5.405.405.405.405.400,00",74.0
1949,678.0,29.0,6.0,0.0,2.0,1,1,61961.57,0,"8.471.147.120,84","21.837.362.299,51","7.798.851.777,19","69.162.909.430,92","-485.573.430.100,68",1,0,0,0,1,2.0,0.0,0.0,"20.689.655.172.413.700,00",174.0
984,652.0,38.0,2.0,0.0,2.0,1,1,138527.15,0,"-7.737.152.502.300.290,00","11.218.196.741.012.700,00","15.684.298.783.022.500,00","-14.089.756.249.536.900,00","21.604.026.209.024.400,00",0,0,1,1,0,2.0,0.0,0.0,"5.263.157.894.736.840,00",76.0
1997,758.0,45.0,3.0,0.0,2.0,1,0,136054.45,1,"-3.071.787,73","-335.803.793,63","-183.154.883,51","-78.246.606,75","-47.982.182,45",0,0,1,0,1,0.0,0.0,0.0,"6.666.666.666.666.660,00",135.0
2167,771.0,35.0,3.0,0.0,2.0,1,0,152479.64,0,"7.963,04","-930.237,05","-726.403,10","-457.078,43","-3.733.027,28",1,0,0,0,1,0.0,0.0,0.0,"8.571.428.571.428.570,00",105.0
1967,628.0,30.0,7.0,0.0,2.0,1,0,50249.8,0,"2.207.036.014,51","-500.789.981,68","7.339.759.554,03","-9.745.492.251,55","-5.485.779.316,49",0,0,1,1,0,0.0,0.0,0.0,"23.333.333.333.333.300,00",210.0
2292,596.0,34.0,7.0,0.0,2.0,1,0,59747.31,0,"-5.162.396,41","3.912.802.561,01","36.532.789.894,06","-251.637.191.449,78","-2.373.507.540,54",1,0,0,0,1,0.0,0.0,0.0,"20.588.235.294.117.600,00",238.0
2601,691.0,34.0,2.0,0.0,1.0,1,0,157822.55,0,"5.638.855.576.911.510,00","-5.289.343.456.776.000,00","-5.825.031.779.137.050,00","19.363.679.964.143.900,00","-24.142.431.214.272.000,00",0,0,1,0,1,0.0,0.0,0.0,"58.823.529.411.764.700,00",68.0
2089,645.0,48.0,8.0,0.0,2.0,1,1,181204.5,0,"17.489.429.154.610.700,00","10.703.758.221.371.100,00","-38.816.038.033.103.800,00","5.973.640.018.037.230,00","8.703.513.165.834.530,00",1,0,0,0,1,2.0,0.0,0.0,"16.666.666.666.666.600,00",384.0
778,466.0,31.0,3.0,0.0,1.0,1,1,157097.09,0,"-12.560.758,26","113.058.666,86","-16.428.445,17","-22.526.456,61","66.545.899,91",0,0,1,0,1,1.0,0.0,0.0,"967.741.935.483.871,00",93.0
2654,559.0,29.0,2.0,0.0,1.0,1,0,112585.19,0,"19.068.871.160.747.400,00","-2.504.052.759.645.580,00","-2.231.224.481.121.110,00","705.150.635.485.819,00","-13.432.421.010.008.800,00",0,0,1,0,1,0.0,0.0,0.0,"6.896.551.724.137.930,00",58.0
1351,705.0,24.0,4.0,0.0,2.0,1,0,138880.24,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,"16.666.666.666.666.600,00",96.0
1642,715.0,40.0,8.0,0.0,2.0,1,1,158043.09,0,"22.899.287.993.415.800,00","-35.239.375.060.459.000,00","-1.047.081.420.579.200,00","15.209.271.710.300.700,00","10.424.041.916.254.300,00",1,0,0,1,0,2.0,0.0,0.0,0.2,320.0
641,685.0,30.0,6.0,0.0,3.0,1,1,172576.43,0,"-618,61","-34.110,74","223.973,46","1.550.982,97","-44.106,83",1,0,0,1,0,3.0,0.0,0.0,0.2,180.0
1470,591.0,48.0,6.0,0.0,1.0,1,0,158071.69,1,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.0,0.0,0.0,"125,00",288.0
1232,794.0,44.0,1.0,0.0,2.0,0,0,105760.01,0,"2.475.868.755.289.790,00","-81.942.655.350,86","14.107.553.517.382.200,00","2.351.628.113.944.250,00","3.910.963.852.544.380,00",1,0,0,1,0,0.0,0.0,0.0,"22.727.272.727.272.700,00",44.0
2314,677.0,58.0,9.0,0.0,1.0,1,1,168650.4,0,"-11.420.667,40","-12.003.152,31","9.967.625,71","-60.526.265,34","-11.085.386,60",1,0,0,0,1,1.0,0.0,0.0,"15.517.241.379.310.300,00",522.0
1232,616.0,29.0,7.0,115897.73,1.0,0,1,97416.34,0,"2.475.868.755.289.790,00","-81.942.655.350,86","14.107.553.517.382.200,00","2.351.628.113.944.250,00","3.910.963.852.544.380,00",1,0,0,0,1,1.0,"7.328.647.502.051.500,00","11.897.155.035.797.800,00","2.413.793.103.448.270,00",203.0
437,572.0,25.0,0.0,96954.36,1.0,1,1,141249.94,0,"35.564.261.097.081.700,00","6.578.212.542.675.680,00","-31.835.060.709.685.300,00","38.717.351.431.819.100,00","-1.264.655.847.876.980,00",1,0,0,0,1,1.0,"3.926.224.246.183.750,00","6.864.028.402.419.140,00",0.0,0.0
2569,658.0,32.0,7.0,0.0,2.0,1,0,102908.91,0,"4.005.500.126.801.680,00","-43.492.943.350.804.700,00","-4.494.873.035.326.010,00","25.969.677.233.992.800,00","-12.297.984.689.188.300,00",0,0,1,1,0,0.0,0.0,0.0,"21.875,00",224.0
1812,584.0,56.0,5.0,0.0,2.0,1,1,122549.96,0,"-33.869.282.727,53","-204.608.893.800,13","-78.368.863.532,58","13.614.868.859,63","-445.543.323.489,86",1,0,0,0,1,2.0,0.0,0.0,"8.928.571.428.571.420,00",280.0
2891,689.0,28.0,7.0,0.0,2.0,1,0,69052.87,0,"14.494.243.245,73","19.077.317.519,03","182.968.590.656,63","184.121.559.157,26","22.057.263.927,70",1,0,0,0,1,0.0,0.0,0.0,0.25,196.0
994,654.0,37.0,6.0,115280.49,2.0,0,1,12628.61,0,"1.118,41","-17.274,77","-10.838,90","3.730,05","-28.290,89",0,1,0,1,0,2.0,"5.970.050.580.388.490,00","9.128.517.707.016.050,00","16.216.216.216.216.200,00",222.0
1362,678.0,38.0,3.0,0.0,1.0,0,0,184524.65,1,"-72.209.360.028,78","-10.461.631.817.033.800,00","131.291.330.459.128,00","846.300.277.850.006,00","16.075.843.065.996.200,00",1,0,0,1,0,0.0,0.0,0.0,"7.894.736.842.105.260,00",114.0
2473,596.0,26.0,3.0,0.0,2.0,1,1,126766.72,0,"3.166.076.292.020.040,00","-9.357.789.804.090.270,00","-69.844.714.934.231.100,00","-30.793.546.091.655.100,00","-2.184.996.753.989.450,00",1,0,0,0,1,2.0,0.0,0.0,"11.538.461.538.461.500,00",78.0
403,547.0,42.0,4.0,0.0,1.0,1,1,85982.47,0,"1.803.409,96","608.607,54","9.442.593,96","-30.461.742,18","2.975.697,56",1,0,0,0,1,1.0,0.0,0.0,"9.523.809.523.809.520,00",168.0
1228,680.0,46.0,8.0,0.0,2.0,1,1,71738.56,0,"-392.302.312.755,70","-2.702.738.330.012.430,00","-88.675.144.639,13","2.501.445.451.971.860,00","29.699.949.704.962.900,00",0,0,1,0,1,2.0,0.0,0.0,"17.391.304.347.826.000,00",368.0
2655,721.0,39.0,4.0,0.0,2.0,1,1,149535.85,0,"-23.882.816.940.825.800,00","20.453.348.806.758.500,00","26.712.710.874.340.100,00","9.073.146.426.820.740,00","-61.929.869.178.883.900,00",0,0,1,0,1,2.0,0.0,0.0,"10.256.410.256.410.200,00",156.0
2173,638.0,34.0,5.0,0.0,2.0,0,1,72350.18,0,"-508.042.761.577,48","-14.661.504.533,91","3.506.607.650.712.120,00","97.308.161.561,82","7.052.578.282.836.610,00",0,0,1,1,0,2.0,0.0,0.0,"14.705.882.352.941.100,00",170.0
1038,678.0,36.0,5.0,121092.47,2.0,1,0,166984.44,1,"59.874,46","590.302,56","254.319,71","13.689.411,80","2.042.727,60",1,0,0,0,1,0.0,"49.166.673.649.353.100,00","7.251.721.777.190.730,00","1.388.888.888.888.880,00",180.0
894,485.0,41.0,8.0,0.0,2.0,0,1,91561.78,0,"11.410,38","3.917,66","-4.373,94","35.411,11","-892,13",0,0,1,0,1,2.0,0.0,0.0,"1.951.219.512.195.120,00",328.0
1643,577.0,27.0,7.0,122524.61,1.0,1,1,119313.74,0,"-6.604.895,11","370.326.897.314,72","280.827.916.730,34","83.591.035.438,28","15.117.010.549.974.800,00",1,0,0,0,1,1.0,"5.925.277.337.714.830,00","10.269.111.503.838.500,00","25.925.925.925.925.900,00",189.0
2569,573.0,30.0,9.0,0.0,2.0,1,0,122998.26,0,"4.005.500.126.801.680,00","-43.492.943.350.804.700,00","-4.494.873.035.326.010,00","25.969.677.233.992.800,00","-12.297.984.689.188.300,00",1,0,0,1,0,0.0,0.0,0.0,0.3,270.0
436,576.0,60.0,8.0,0.0,1.0,1,1,3560.0,1,"5.449.123.305.810.480,00","16.657.454.475.856.500,00","-601.702.975.586.823,00","-1.002.423.928.197.790,00","-4.477.551.688.263.680,00",0,0,1,1,0,1.0,0.0,0.0,"13.333.333.333.333.300,00",480.0
2655,710.0,33.0,7.0,0.0,2.0,1,0,54530.51,0,"-23.882.816.940.825.800,00","20.453.348.806.758.500,00","26.712.710.874.340.100,00","9.073.146.426.820.740,00","-61.929.869.178.883.900,00",0,0,1,0,1,0.0,0.0,0.0,"21.212.121.212.121.200,00",231.0
392,711.0,39.0,4.0,0.0,2.0,1,0,72350.17,0,"-664.080.272,53","-71.338.824.868,36","-55.933.741.107,18","-526.952.604.730,75","74.025.297.341,97",1,0,0,1,0,0.0,0.0,0.0,"10.256.410.256.410.200,00",156.0
2665,704.0,33.0,2.0,118064.93,1.0,1,0,67734.79,0,"-122.964.167.187,08","-1.650.446.416.310.130,00","-22.538.153.569.832.700,00","-2.738.755.264.670.330,00","18.778.913.648.396.700,00",0,1,0,0,1,0.0,"1.227.105.165.897.760,00","17.430.471.106.502.200,00","6.060.606.060.606.060,00",66.0
1460,628.0,45.0,6.0,0.0,1.0,1,0,48963.59,1,"-80.824.117,49","90.710.396,31","11.068.591.841,15","14.369.014.234,31","7.924.525.614,91",1,0,0,0,1,0.0,0.0,0.0,"13.333.333.333.333.300,00",270.0
1980,684.0,34.0,1.0,0.0,2.0,1,0,90865.91,0,"-3.215,46","-281.120,84","-1.271.920,23","-2.148.158,57","173.047,48",1,0,0,0,1,0.0,0.0,0.0,"29.411.764.705.882.300,00",34.0
2645,659.0,26.0,7.0,0.0,2.0,1,0,177622.31,0,"-3.006.701.624.726.820,00","22.555.684.089.232.500,00","1.466.998.744.155.970,00","-4.586.297.338.619.810,00","579.798.053.870.921,00",1,0,0,1,0,0.0,0.0,0.0,"2.692.307.692.307.690,00",182.0
1140,559.0,37.0,3.0,0.0,2.0,1,1,125979.36,0,"-23.994,05","-61.200,11","-140.072,50","-365.699,99","214.407,69",1,0,0,0,1,2.0,0.0,0.0,"8.108.108.108.108.100,00",111.0
2569,575.0,44.0,0.0,0.0,2.0,1,1,144584.29,0,"4.005.500.126.801.680,00","-43.492.943.350.804.700,00","-4.494.873.035.326.010,00","25.969.677.233.992.800,00","-12.297.984.689.188.300,00",0,0,1,0,1,2.0,0.0,0.0,0.0,0.0
1822,628.0,43.0,8.0,139663.37,1.0,1,1,100995.11,1,"-1.271.831,04","23.016.721,26","3.711.235,52","50.630.214,01","8.800.828,31",0,0,1,1,0,1.0,"8.684.439.906.050.890,00","13.828.725.965.049.100,00","18.604.651.162.790.600,00",344.0
2863,669.0,25.0,9.0,117265.14,1.0,1,1,111868.91,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1.0,"7.012.706.091.442.200,00","10.482.370.839.226.000,00",0.36,225.0
2015,656.0,52.0,5.0,0.0,2.0,1,1,66487.32,0,"131.555.182,03","1.040.791.241,35","91.273.216,59","78.710.733,04","64.833.607,76",0,0,1,1,0,2.0,0.0,0.0,"9.615.384.615.384.610,00",260.0
1353,686.0,38.0,2.0,0.0,1.0,1,1,169763.89,0,"-13.781,29","-46.108,76","-4.670,88","-126.263,00","-86.310,70",1,0,0,0,1,1.0,0.0,0.0,"5.263.157.894.736.840,00",76.0
1362,727.0,34.0,1.0,0.0,2.0,0,1,34410.55,0,"-72.209.360.028,78","-10.461.631.817.033.800,00","131.291.330.459.128,00","846.300.277.850.006,00","16.075.843.065.996.200,00",0,0,1,1,0,2.0,0.0,0.0,"29.411.764.705.882.300,00",34.0
1955,521.0,34.0,6.0,125474.28,2.0,1,1,151912.63,0,"1.378.977.286,68","1.265.501.401,62","30.557.845.946,49","10.390.485.340,47","-4.653.096.655,74",1,0,0,0,1,2.0,"43.032.695.754.131.800,00","8.259.634.501.752.750,00","17.647.058.823.529.400,00",204.0
2864,703.0,55.0,5.0,0.0,1.0,1,0,125553.51,1,"31.801.845.753.462.300,00","-8.073.113.398.791.390,00","-2.768.624.084.725.790,00","-72.426.243.806.898.600,00","-1.096.923.761.092.610,00",1,0,0,0,1,0.0,0.0,0.0,"9.090.909.090.909.090,00",275.0
2601,656.0,39.0,4.0,0.0,1.0,1,1,155023.93,0,"5.638.855.576.911.510,00","-5.289.343.456.776.000,00","-5.825.031.779.137.050,00","19.363.679.964.143.900,00","-24.142.431.214.272.000,00",1,0,0,0,1,1.0,0.0,0.0,"10.256.410.256.410.200,00",156.0
2655,599.0,37.0,8.0,0.0,2.0,1,1,174196.68,0,"-23.882.816.940.825.800,00","20.453.348.806.758.500,00","26.712.710.874.340.100,00","9.073.146.426.820.740,00","-61.929.869.178.883.900,00",1,0,0,0,1,2.0,0.0,0.0,"21.621.621.621.621.600,00",296.0
519,775.0,43.0,1.0,112465.06,1.0,1,0,147521.35,0,"-57.109,70","-37.540.340,55","15.691.977,93","-104.923.480,79","-72.956.030,53",1,0,0,1,0,0.0,"5.908.325.913.503.360,00","7.623.646.340.004.340,00","23.255.813.953.488.300,00",43.0
470,709.0,64.0,2.0,0.0,2.0,1,1,4497.55,0,"102.590,59","-2.151.913,15","-44.007,31","49.312,25","-11,48",0,0,1,0,1,2.0,0.0,0.0,"3.125,00",128.0
2473,733.0,68.0,1.0,0.0,1.0,1,0,85801.68,1,"3.166.076.292.020.040,00","-9.357.789.804.090.270,00","-69.844.714.934.231.100,00","-30.793.546.091.655.100,00","-2.184.996.753.989.450,00",1,0,0,1,0,0.0,0.0,0.0,"14.705.882.352.941.100,00",68.0
1716,684.0,49.0,7.0,123428.2,2.0,1,0,178256.52,1,"-16.110.619.815,60","-45.887.196.836,30","-9.223.667.549,46","-9.319.076.338,77","-11.991.183.301.709.500,00",0,1,0,0,1,0.0,"47.361.459.092.772.500,00","6.924.189.925.843.940,00","14.285.714.285.714.200,00",343.0
554,624.0,41.0,5.0,142406.43,1.0,0,0,28461.29,1,"1.454,94","3.911,72","3.900,80","7.511,23","5.276,85",0,1,0,0,1,0.0,"31.221.920.130.816.200,00","5.003.512.841.476.960,00","12.195.121.951.219.500,00",205.0
2061,652.0,37.0,7.0,128398.49,1.0,1,1,60778.51,0,"17.669.792.335.250.700,00","-11.055.541.888.179.200,00","19.522.408.197.988.300,00","17.445.254.364.857.300,00","-4.721.835.826.888.340,00",1,0,0,0,1,1.0,"1.377.391.704.403.410,00","21.125.639.638.089.100,00","1.891.891.891.891.890,00",259.0
2196,712.0,41.0,3.0,107980.37,1.0,1,1,26249.86,0,"94.014,35","10.699.233,89","-2.255.368,62","2.270.100,20","294.596,86",0,1,0,0,1,1.0,"2.928.854.608.748.380,00","4.113.559.843.747.730,00","7.317.073.170.731.700,00",123.0
2892,850.0,24.0,9.0,0.0,2.0,1,0,79222.22,0,"-698.132.419,82","-264.668.968,61","494.339.053,01","-3.542.235.540,32","-6.158.807.846,46",1,0,0,0,1,0.0,0.0,0.0,"375,00",216.0
1589,628.0,39.0,9.0,134874.4,2.0,0,0,115022.94,1,"239.794,73","2.165.980,22","388.890,30","-2.261.195,50","-6.559,79",0,1,0,1,0,0.0,"7.363.846.133.649.510,00","11.725.869.639.569.200,00","23.076.923.076.923.000,00",351.0
2679,590.0,41.0,9.0,0.0,2.0,1,0,62933.03,0,"23.955.417.556,63","12.725.954.452,98","-150.918.737.244,33","63.892.406.046,74","-493.206.590.804,14",1,0,0,0,1,0.0,0.0,0.0,"21.951.219.512.195.100,00",369.0
1804,601.0,41.0,2.0,111363.1,2.0,1,0,164935.58,0,"-1.113.084.429,16","106.619.645.646,74","36.542.304.809,98","-7.735.910.338,06","-185.368.864.051,76",0,1,0,1,0,0.0,"40.579.008.543.820.500,00","6.751.914.899.138.190,00","4.878.048.780.487.800,00",82.0
453,549.0,56.0,8.0,148222.65,1.0,0,0,103760.53,1,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0.0,"7.842.503.777.688.870,00","1.428.507.063.331.300,00","14.285.714.285.714.200,00",448.0
1081,719.0,35.0,2.0,0.0,2.0,1,0,152979.03,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,"5.714.285.714.285.710,00",70.0
2166,691.0,33.0,1.0,94661.53,2.0,1,0,121239.65,0,"-1.015.806.693,73","-80.257.699,03","1.721.812.812,97","-30.427.654.238,91","4.014.569.308,10",0,1,0,0,1,0.0,"5.395.191.855.964.610,00","7.807.802.975.346.760,00","30.303.030.303.030.300,00",33.0
1261,823.0,38.0,1.0,0.0,2.0,1,1,156603.7,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,2.0,0.0,0.0,"2.631.578.947.368.420,00",38.0
2064,662.0,39.0,9.0,0.0,1.0,0,0,141860.62,1,"-11.937.077,63","-104.711.264,65","98.830.727,44","-2.059.506.162,04","2.006.171.415,58",1,0,0,0,1,0.0,0.0,0.0,"23.076.923.076.923.000,00",351.0
377,800.0,38.0,9.0,0.0,2.0,1,0,78744.39,0,"-368.640,10","-1.779.187,42","-1.338.480,38","251.395,37","-170.564,71",0,0,1,0,1,0.0,0.0,0.0,"23.684.210.526.315.700,00",342.0
465,648.0,34.0,3.0,102525.11,2.0,1,1,174094.4,0,"-297,55","1.387,21","-5.385,50","131.157,17","-466,77",0,1,0,0,1,2.0,"38.161.061.630.931.200,00","5.889.052.720.822.720,00","8.823.529.411.764.700,00",102.0
1236,559.0,35.0,4.0,0.0,2.0,0,1,166475.44,0,"-3.447.294.172.650.730,00","-2.025.033.659.055.650,00","-10.280.719.705.962.700,00","-938.715.514.665.035,00","15.068.643.143.363.400,00",1,0,0,0,1,2.0,0.0,0.0,"11.428.571.428.571.400,00",140.0
78,775.0,19.0,8.0,88381.21,1.0,1,1,124297.32,0,"14.487,42","9.831,86","2.926,83","27.965,57","-5.777,23",1,0,0,1,0,1.0,"5.510.612.598.083.360,00","7.110.467.868.494.670,00","42.105.263.157.894.700,00",152.0
1265,556.0,43.0,4.0,110182.54,2.0,1,1,87537.32,0,"-144.473.431,26","-65.037.874,89","-250.292.225,26","-2.736.634.062,79","-624.173.135,62",0,1,0,0,1,2.0,"699.832.851.177.075,00","1.258.692.178.376.030,00","9.302.325.581.395.340,00",172.0
2389,554.0,36.0,7.0,0.0,2.0,1,0,95983.39,0,"62.587.671.060,01","126.445.476.336,79","4.107.843.885.343.790,00","1.504.615.701.106.260,00","28.246.899.418.336.900,00",1,0,0,0,1,0.0,0.0,0.0,"19.444.444.444.444.400,00",252.0
1804,526.0,38.0,7.0,0.0,2.0,0,0,126145.08,0,"-1.113.084.429,16","106.619.645.646,74","36.542.304.809,98","-7.735.910.338,06","-185.368.864.051,76",1,0,0,0,1,0.0,0.0,0.0,"18.421.052.631.578.900,00",266.0
2140,758.0,31.0,5.0,0.0,2.0,0,1,158531.01,0,"139,76","-131,92","-94,49","-22.171,97","3.049,61",0,0,1,1,0,2.0,0.0,0.0,"16.129.032.258.064.500,00",155.0
2913,773.0,34.0,3.0,124349.57,1.0,1,0,180968.24,0,"6.259.041.706,29","129.526.057.129,61","161.973.499.465,76","20.824.381.630.923.900,00","-7.779.924.519,30",1,0,0,0,1,0.0,"531.155.177.339.405,00","6.871.347.701.674.060,00","8.823.529.411.764.700,00",102.0
2700,846.0,42.0,10.0,129118.5,1.0,1,0,119747.08,1,"-31.735.612,96","148.958.796,66","-94.961.262,62","-277.310.748,35","2.469.645.598,79",0,1,0,1,0,0.0,"9.122.080.555.116.660,00","10.782.601.128.979.500,00","23.809.523.809.523.800,00",420.0
2902,596.0,34.0,8.0,0.0,2.0,1,1,88971.72,0,"-34.036.926,68","307.285.923,76","3.661.793.082,16","-434.788.625,98","866.920.839,97",0,0,1,0,1,2.0,0.0,0.0,"23.529.411.764.705.800,00",272.0
1288,703.0,35.0,3.0,95231.91,2.0,1,1,182913.95,0,"-1.967.547.651,70","102.708.600.173,38","2.381.958.085,50","-3.564.120.907,52","121.726.509.290,95",0,0,1,1,0,2.0,"3.660.083.483.517.790,00","52.063.776.436.953,00","8.571.428.571.428.570,00",105.0
2177,635.0,37.0,9.0,0.0,2.0,1,1,27758.43,0,"-48.401.199.174,84","-2.400.522.019.531.470,00","-28.346.610.539.194.900,00","-4.635.526.023.647.220,00","-12.211.050.924.267.000,00",1,0,0,1,0,2.0,0.0,0.0,"24.324.324.324.324.300,00",333.0
2653,669.0,38.0,8.0,129745.3,1.0,1,1,110472.12,0,"-18.971.648.330.113.100,00","12.070.263.511.534.400,00","18.335.403.906.103.200,00","6.666.282.489.581.940,00","-4.806.668.023.290.610,00",0,1,0,0,1,1.0,"7.857.150.356.126.050,00","11.744.619.366.406.600,00","21.052.631.578.947.300,00",304.0
1296,681.0,42.0,8.0,0.0,3.0,0,0,189678.7,1,"-3.587.197,07","-11.444.284,18","336.277,47","-5.195.167,81","-9.791.966,70",0,0,1,0,1,0.0,0.0,0.0,"19.047.619.047.619.000,00",336.0
1470,784.0,54.0,9.0,125734.2,1.0,1,0,134626.3,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.0,"7.322.166.084.932.880,00","9.339.497.557.312.350,00","16.666.666.666.666.600,00",486.0
1949,707.0,57.0,8.0,92053.0,1.0,1,0,164064.44,0,"8.471.147.120,84","21.837.362.299,51","7.798.851.777,19","69.162.909.430,92","-485.573.430.100,68",1,0,0,0,1,0.0,"3.966.823.706.587.480,00","5.610.783.177.634.340,00","14.035.087.719.298.200,00",456.0
683,674.0,43.0,7.0,106901.42,1.0,0,1,184520.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1.0,"3.904.810.160.416.210,00","5.793.486.884.890.520,00","16.279.069.767.441.800,00",301.0
2200,595.0,34.0,9.0,132405.52,1.0,1,0,177747.03,0,"-18.092,40","18.610,73","2.087,65","-30.690,19","71.227,56",0,1,0,0,1,0.0,"44.322.138.265.826.400,00","7.449.098.868.206.120,00","2.647.058.823.529.410,00",306.0
440,604.0,52.0,1.0,94435.96,1.0,1,0,80450.84,1,"39.498.509.386.964.400,00","730.661.974.540.618,00","-36.153.857.024.309.500,00","4.841.459.791.928.920,00","-14.803.245.208.634.600,00",0,1,0,0,1,0.0,"7.089.959.513.163.560,00","11.738.343.564.840.300,00","19.230.769.230.769.200,00",52.0
2930,726.0,50.0,1.0,105961.68,1.0,1,0,1843.24,1,"9.491,78","-7.515,55","-98.611,68","545.057,85","-292.351,42",0,0,1,1,0,0.0,"4.173.530.287.971.180,00","5.748.664.308.500.240,00",0.02,50.0
2645,706.0,46.0,8.0,133070.11,4.0,1,0,79919.99,1,"-3.006.701.624.726.820,00","22.555.684.089.232.500,00","1.466.998.744.155.970,00","-4.586.297.338.619.810,00","579.798.053.870.921,00",0,1,0,0,1,0.0,"11.755.193.870.770.000,00","16.650.416.247.549.500,00","17.391.304.347.826.000,00",368.0
